	ABT	AG	AHR	AKMK	AKMW	AKNK	AKOK	AKR	AKWG	AKWH	AKWK	ANI	AR	ARM	ART	ASH	AU	AW	AWD	AWN	BAL	BC	BOG	BOR	BR	BSH	CB	CBWK	CH	CL	CMD	CS	D	DC	DCB	DCP	DRY	DUD	EAL	EL	EM	ESK	EU	FRK	GLN	HAL	HAN	HBMAK	HBMAN	HBMNR	HBPOR	HER	HKH	HOK	HOR	HRMAN	HRMW	HRN	HRWG	HT	HTM	HUT	HW	IRC	JLB	JLH	JLW	K	KAR	KAU	KH	KKP	KN	KOW	KP	KRK	KT	KTN	KWH	LG	LU	LV	LYL	M	MA	MB	MD	MGK	MGP	MH	MKD	MKM	MKU	ML	MNK	MNR	MNT	MO	MPT	MRP	MSB	MTK	MTR	MTU	MU	MUG	MWB	MWF	MWP	MWW	NKU	O	OAG	OAK	OAL	OAM	OB	OHP	OMR	OMW	OP	OPH	OPU	OR	ORO	OT	OTH	OTN	OTR	PAH	PAW	PB	PCK	PGH	PH	PHE	PHN	PHP	PIR	PKW	PP	PRN	PRS	PU	PUH	QLB	RED	RES	RG	RH	RHP	RMW	RUA	SEL	SH	SKL	SP	SPR	SR	STX	SY	TAS	TH	TIR	TIW	TK	TKP	TKT	TNK	TP	TR	TRB	TRC	TRK	TRN	TRP	TRU	TS	TSH	TSRM	TUK	VU	WAI	WB	WC	WGMAN	WGPOR	WGR	WGWG	WHB	WKK	WKMTA	WKN	WKNK	WKOKU	WKR	WKWK	WMR	WMU	WN	WP	WPR	WS	WTT
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0002	0	0	6.66667E-05	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0.0002	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae	0	0	0	6.66667E-05	0	6.66667E-05	0.0004	0	0	0	0	0	0	6.66667E-05	0.003266667	0	0.000333333	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.000666667	0	0.0002	0	0	0	0.000733333	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0.0006	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0.000333333	0	0	0	0.000333333	0	0	0	0	0	0.000133333	6.66667E-05	0	0.0002	0	0	0	0	0	0	0	0	0	0.000133333	0	6.66667E-05	0	0.001	0.0002	0	0	0	0.000133333	0	0	0	0.0004	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0.000133333	0.0002	0.000333333	0.000133333	0	0.000666667	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0.0012	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.000133333	0	0	6.66667E-05	0	0	0	0.0002
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.000133333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2D	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0.000533333	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001266667	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae	0	0	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0	0	0	0.001933333	0	0	0	0.000133333	0	0	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0.000733333	6.66667E-05	0	0.000133333	0	0	0	0.002666667	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0.000133333	0	0	0	0.000333333	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466667	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0.0006	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0.000133333	0	0.000133333	0	0	0	0	0	0.000533333	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	6.66667E-05	0	0	0.0002	6.66667E-05	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0.008733333	6.66667E-05	6.66667E-05	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0.000133333	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.000333333	0	0.0004	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0.000133333	0.000133333	0.000133333	0.0002	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.000133333	0	0	0	0	0.000133333	0.000133333	0	0	0	0	0.000133333	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__CCA47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.000533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__TMEG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	0	0	0	0	0	6.66667E-05	0.000533333	0	6.66667E-05	6.66667E-05	0	0	6.66667E-05	6.66667E-05	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.000333333	6.66667E-05	6.66667E-05	0	6.66667E-05	0	0.000733333	6.66667E-05	0	0.000133333	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0.000133333	0	0	0	0	0	0	0	0	0	6.66667E-05	0.0012	0	0.000133333	0	0	0.0002	0	0	0	0	6.66667E-05	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0.0002	6.66667E-05	0	0	0.000133333	0	0	0	0	0	0.0002	0	0	0.000133333	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0.000266667	0.000333333	0	0	0	0	0	0.000133333	0	0.0004	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0002	6.66667E-05	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05
k__Archaea;p__[Parvarchaeota];Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles];f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__pMC2A384;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];Other;Other	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__WCHD3-30;f__	0	0	0	0	0	0.000533333	6.66667E-05	0	6.66667E-05	0	0	0	6.66667E-05	0.000266667	0.000266667	0	6.66667E-05	0	0.000466667	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000933333	0.000133333	0	0	0	0.000133333	0	0	6.66667E-05	0	0.000266667	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.0002	0	0	0	0	0.000133333	0	0	0	6.66667E-05	0	0	0	0.000266667	0	0	0	0.000133333	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0.000466667	6.66667E-05	0	0	0.000133333	0	0	0	0	0	0.000133333	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0.000333333	0	0.000933333	0.0004	0.000133333	0.000466667	0	0	0.000266667	6.66667E-05	0	0.0002	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0.0002	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466667	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0002	0	0	0	0	0	0.000266667	0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__	0	0	0	0.000266667	0.000133333	0.000533333	0.0014	0	0.000666667	0.0016	0	0	0	0.001133333	0.000933333	0	0.000333333	0	0.000933333	0.0002	0	0	0	0.000266667	0	0	0.000266667	0	0.000266667	0	0	0	0.002066667	0.000533333	0.000266667	0.000866667	0	6.66667E-05	0	0.000333333	0.000333333	0	0.000866667	0	0	0	0	0	0	0	0	0	0.000533333	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	6.66667E-05	6.66667E-05	0	0	0.0014	0	0	0	0	0.000333333	0	0	0.000466667	0.000533333	0.000733333	0	0.000266667	0.001266667	0	0	6.66667E-05	0.000266667	0.000733333	0	0	0	0.000133333	0	0	0	0	0	0	0.001266667	0.0002	0.000133333	0	0.0014	0	0	0	0	6.66667E-05	0.000733333	0.000866667	0	0.000666667	0	0	0.000133333	0	0	0	0.000133333	0	0	0.002733333	0	0.001133333	6.66667E-05	0.000333333	0.001	0	6.66667E-05	0.000466667	0	0	0.0006	0	0.000533333	0	0	0.000333333	0	0.000133333	0	0.000266667	6.66667E-05	0	0	0	0	0.0002	0.000266667	0	0.000133333	0	0.001133333	0	0	0	0	0	0.0004	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0.0002	6.66667E-05	0.002466667	0	0	0	0	0.000466667	0	0.000466667	0.000133333	0.000466667	0	0	0	0	0	0	0	6.66667E-05	0	0.0012	6.66667E-05	0	0.0002	0	0.000133333	0	0	0	0.0002	0
k__Bacteria;Other;Other;Other;Other	0.021933333	0.002066667	0.0058	0.004133333	0.006866667	0.007733333	0.003533333	6.66667E-05	0.006933333	0.0064	0.017533333	0.001333333	0.004533333	0.005066667	0.007066667	0.0002	0.004866667	0.004466667	0.006866667	0.0102	0.000866667	0.003	0.0006	0.0096	0.0196	0.001	0.004666667	0.000133333	0.004533333	0.0004	0.006066667	0.002933333	0.006933333	0.0052	0.006333333	0.005466667	6.66667E-05	0.0012	0.002133333	0.004	0.006733333	0.001066667	0.0096	0.001466667	0.000266667	0.000133333	0.002733333	0.0024	0.009	0.001866667	0.0036	0.004866667	0.003	0.002933333	0.000533333	0.000266667	0.000266667	0.0042	0.0002	0.0046	0.008933333	0.0006	0.024866667	0.000533333	0.0014	0.0004	0.001266667	0.001733333	0.008733333	0.0036	0.000133333	0.010466667	0.020866667	0.002333333	0.000733333	0.005133333	0.005666667	0.007133333	0.000333333	0.0044	0.003866667	0.0052	0.0042	0.0028	0.007533333	0.002266667	0.004066667	0.001666667	0.004333333	0.007466667	0.001533333	0.000333333	0.011466667	0.009533333	0.001866667	0.005733333	0.000266667	0.0036	0.0008	0.007	0.007066667	0.005666667	0.002933333	0.0048	0.005266667	0	0.000866667	0.0048	0.0024	0.001533333	0.0056	0.0016	0.000266667	0.0032	0.002666667	0.0598	0.0058	0.0036	0.000666667	0.002066667	0.010533333	0.000666667	0.0002	0.0052	0.000133333	0.001933333	0.002266667	0.003333333	0.001933333	6.66667E-05	0.0004	0.003733333	0.0092	0.0008	0.01	0.001933333	0.002133333	6.66667E-05	0.017466667	0.0042	0.0002	0.000266667	0.002533333	0.0042	0.0014	0.0008	0.001666667	0.0068	0.000333333	0.006133333	0.003333333	0.005266667	0.002466667	0.002466667	0.005066667	0.000733333	0.002466667	0.0002	0.003	0.0004	0.007	0.012466667	6.66667E-05	0.009933333	0.007066667	0.000666667	0.001	0.006266667	0.001133333	0.004933333	0.0012	0.004933333	0.007333333	0.021133333	0.005533333	0.004866667	0.000733333	0.002533333	0.0022	0.0086	0.003333333	0.003666667	0.006933333	0.005466667	0.003666667	0.0012	0.001733333	0.008866667	0.119533333	0.000666667	0.008333333	0.003333333	0.0108	0.004466667	0.007733333	0.011533333	0.004	0.0014	0.001933333	0.0142	0.002466667	0.000533333	0.004066667	0.0124
k__Bacteria;p__;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
