Gene	Taxon	Plot	landuseCode	Elevation	variable	value
16S	Verrucomicrobia	Plot06-N	I	320	OTU richness	94
16S	Verrucomicrobia	CM30c35-B	I	165	OTU richness	56
16S	Verrucomicrobia	Plot07-N	I	420	OTU richness	86
16S	Verrucomicrobia	CM30c60-A	I	51	OTU richness	42
16S	Elusimicrobia	CM30c28-P	I	227	OTU richness	2
16S	Elusimicrobia	CM30c62-D	I	99	OTU richness	0
16S	Elusimicrobia	Plot07-M	I	420	OTU richness	4
16S	Elusimicrobia	LB1-E	I	630	OTU richness	3
16S	Elusimicrobia	Plot05-I	I	240	OTU richness	4
16S	Elusimicrobia	CM30c39-E	I	290	OTU richness	2
16S	Elusimicrobia	Plot01-L	I	50	OTU richness	0
16S	Elusimicrobia	CM30c53-I	I	155	OTU richness	0
16S	Elusimicrobia	CM31a5-A	I	70	OTU richness	3
16S	Elusimicrobia	CM30c46-D	I	319	OTU richness	2
16S	Elusimicrobia	CM30c-O	I	283	OTU richness	0
16S	Elusimicrobia	CM30c28-N	I	227	OTU richness	1
16S	Elusimicrobia	CM30d3-L	I	518	OTU richness	0
16S	Elusimicrobia	CM30c44-B	I	110	OTU richness	1
16S	Elusimicrobia	CM30c37-E	I	279	OTU richness	3
16S	Elusimicrobia	CM30c62-M	I	99	OTU richness	1
16S	Elusimicrobia	CM30c37-L	I	279	OTU richness	2
16S	Elusimicrobia	CM30c51-H	I	67	OTU richness	1
16S	Elusimicrobia	Plot05-N	I	240	OTU richness	3
16S	Elusimicrobia	CM30d12-H	I	371	OTU richness	4
16S	Elusimicrobia	Plot03-N	I	160	OTU richness	2
16S	Elusimicrobia	CM30c46-O	I	319	OTU richness	6
16S	Elusimicrobia	CM30b58-C	I	9	OTU richness	4
16S	Elusimicrobia	CM30b60-E	I	400	OTU richness	3
16S	Elusimicrobia	CM30c-P	I	283	OTU richness	2
16S	Elusimicrobia	Plot04-A	I	260	OTU richness	2
16S	Elusimicrobia	CM30c39-A	I	290	OTU richness	4
16S	Elusimicrobia	CM30c60-B	I	51	OTU richness	0
16S	Elusimicrobia	Plot01-B	I	50	OTU richness	0
16S	Elusimicrobia	CM30b51-M	I	174.627853	OTU richness	3
16S	Elusimicrobia	CM30d12-L	I	371	OTU richness	2
16S	Elusimicrobia	Plot08-I	I	460	OTU richness	1
16S	Elusimicrobia	CM30c44-C	I	110	OTU richness	0
16S	Elusimicrobia	Plot04-N	I	260	OTU richness	2
16S	Elusimicrobia	LB5-I	I	634	OTU richness	7
16S	Elusimicrobia	CM30d3-D	I	518	OTU richness	3
16S	Elusimicrobia	CM30b58-I	I	9	OTU richness	0
16S	Elusimicrobia	LB1-A	I	630	OTU richness	2
16S	Elusimicrobia	LB5-A	I	634	OTU richness	2
16S	Elusimicrobia	CM30c30-L	I	597	OTU richness	1
16S	Elusimicrobia	Plot06-I	I	320	OTU richness	2
16S	Elusimicrobia	CM30c53-B	I	155	OTU richness	0
16S	Elusimicrobia	CM30c51-I	I	67	OTU richness	0
16S	Elusimicrobia	Plot02-C	I	90	OTU richness	4
16S	Elusimicrobia	CM30c35-D	I	165	OTU richness	3
16S	Elusimicrobia	Plot03-H	I	160	OTU richness	2
16S	Elusimicrobia	CM30b51-B	I	174.627853	OTU richness	3
16S	Elusimicrobia	CM31a5-B	I	70	OTU richness	3
16S	Elusimicrobia	CM30c30-N	I	597	OTU richness	1
16S	Elusimicrobia	CM30b60-M	I	400	OTU richness	1
16S	Elusimicrobia	Plot02-M	I	90	OTU richness	2
16S	Elusimicrobia	Plot08-O	I	460	OTU richness	4
16S	Elusimicrobia	Plot06-N	I	320	OTU richness	2
16S	Elusimicrobia	CM30c35-B	I	165	OTU richness	0
16S	Elusimicrobia	Plot07-N	I	420	OTU richness	3
16S	Elusimicrobia	CM30c60-A	I	51	OTU richness	0
16S	Acidobacteria	CM30c28-P	I	227	OTU richness	116
16S	Acidobacteria	CM30c62-D	I	99	OTU richness	80
16S	Acidobacteria	Plot07-M	I	420	OTU richness	155
16S	Acidobacteria	LB1-E	I	630	OTU richness	184
16S	Acidobacteria	Plot05-I	I	240	OTU richness	138
16S	Acidobacteria	CM30c39-E	I	290	OTU richness	156
16S	Acidobacteria	Plot01-L	I	50	OTU richness	161
16S	Acidobacteria	CM30c53-I	I	155	OTU richness	75
16S	Acidobacteria	CM31a5-A	I	70	OTU richness	159
16S	Acidobacteria	CM30c46-D	I	319	OTU richness	162
16S	Acidobacteria	CM30c-O	I	283	OTU richness	137
16S	Acidobacteria	CM30c28-N	I	227	OTU richness	88
16S	Acidobacteria	CM30d3-L	I	518	OTU richness	138
16S	Acidobacteria	CM30c44-B	I	110	OTU richness	164
16S	Acidobacteria	CM30c37-E	I	279	OTU richness	159
16S	Acidobacteria	CM30c62-M	I	99	OTU richness	83
16S	Acidobacteria	CM30c37-L	I	279	OTU richness	161
16S	Acidobacteria	CM30c51-H	I	67	OTU richness	159
16S	Acidobacteria	Plot05-N	I	240	OTU richness	104
16S	Acidobacteria	CM30d12-H	I	371	OTU richness	210
16S	Acidobacteria	Plot03-N	I	160	OTU richness	110
16S	Acidobacteria	CM30c46-O	I	319	OTU richness	85
16S	Acidobacteria	CM30b58-C	I	9	OTU richness	171
16S	Acidobacteria	CM30b60-E	I	400	OTU richness	262
16S	Acidobacteria	CM30c-P	I	283	OTU richness	168
16S	Acidobacteria	Plot04-A	I	260	OTU richness	180
16S	Acidobacteria	CM30c39-A	I	290	OTU richness	225
16S	Acidobacteria	CM30c60-B	I	51	OTU richness	98
16S	Acidobacteria	Plot01-B	I	50	OTU richness	112
16S	Acidobacteria	CM30b51-M	I	174.627853	OTU richness	157
16S	Acidobacteria	CM30d12-L	I	371	OTU richness	140
16S	Acidobacteria	Plot08-I	I	460	OTU richness	143
16S	Acidobacteria	CM30c44-C	I	110	OTU richness	165
16S	Acidobacteria	Plot04-N	I	260	OTU richness	247
16S	Acidobacteria	LB5-I	I	634	OTU richness	227
16S	Acidobacteria	CM30d3-D	I	518	OTU richness	185
16S	Acidobacteria	CM30b58-I	I	9	OTU richness	180
16S	Acidobacteria	LB1-A	I	630	OTU richness	135
16S	Acidobacteria	LB5-A	I	634	OTU richness	181
16S	Acidobacteria	CM30c30-L	I	597	OTU richness	78
16S	Acidobacteria	Plot06-I	I	320	OTU richness	156
16S	Acidobacteria	CM30c53-B	I	155	OTU richness	116
16S	Acidobacteria	CM30c51-I	I	67	OTU richness	110
16S	Acidobacteria	Plot02-C	I	90	OTU richness	137
16S	Acidobacteria	CM30c35-D	I	165	OTU richness	83
16S	Acidobacteria	Plot03-H	I	160	OTU richness	86
16S	Acidobacteria	CM30b51-B	I	174.627853	OTU richness	160
16S	Acidobacteria	CM31a5-B	I	70	OTU richness	194
16S	Acidobacteria	CM30c30-N	I	597	OTU richness	123
16S	Acidobacteria	CM30b60-M	I	400	OTU richness	151
16S	Acidobacteria	Plot02-M	I	90	OTU richness	102
16S	Acidobacteria	Plot08-O	I	460	OTU richness	147
16S	Acidobacteria	Plot06-N	I	320	OTU richness	160
16S	Acidobacteria	CM30c35-B	I	165	OTU richness	76
16S	Acidobacteria	Plot07-N	I	420	OTU richness	172
16S	Acidobacteria	CM30c60-A	I	51	OTU richness	86
16S	Firmicutes	CM30c28-P	I	227	OTU richness	16
16S	Firmicutes	CM30c62-D	I	99	OTU richness	12
16S	Firmicutes	Plot07-M	I	420	OTU richness	23
16S	Firmicutes	LB1-E	I	630	OTU richness	25
16S	Firmicutes	Plot05-I	I	240	OTU richness	21
16S	Firmicutes	CM30c39-E	I	290	OTU richness	24
16S	Firmicutes	Plot01-L	I	50	OTU richness	22
16S	Firmicutes	CM30c53-I	I	155	OTU richness	21
16S	Firmicutes	CM31a5-A	I	70	OTU richness	24
16S	Firmicutes	CM30c46-D	I	319	OTU richness	23
16S	Firmicutes	CM30c-O	I	283	OTU richness	11
16S	Firmicutes	CM30c28-N	I	227	OTU richness	17
16S	Firmicutes	CM30d3-L	I	518	OTU richness	14
16S	Firmicutes	CM30c44-B	I	110	OTU richness	22
16S	Firmicutes	CM30c37-E	I	279	OTU richness	39
16S	Firmicutes	CM30c62-M	I	99	OTU richness	8
16S	Firmicutes	CM30c37-L	I	279	OTU richness	32
16S	Firmicutes	CM30c51-H	I	67	OTU richness	41
16S	Firmicutes	Plot05-N	I	240	OTU richness	29
16S	Firmicutes	CM30d12-H	I	371	OTU richness	22
16S	Firmicutes	Plot03-N	I	160	OTU richness	9
16S	Firmicutes	CM30c46-O	I	319	OTU richness	24
16S	Firmicutes	CM30b58-C	I	9	OTU richness	34
16S	Firmicutes	CM30b60-E	I	400	OTU richness	38
16S	Firmicutes	CM30c-P	I	283	OTU richness	24
16S	Firmicutes	Plot04-A	I	260	OTU richness	29
16S	Firmicutes	CM30c39-A	I	290	OTU richness	41
16S	Firmicutes	CM30c60-B	I	51	OTU richness	10
16S	Firmicutes	Plot01-B	I	50	OTU richness	12
16S	Firmicutes	CM30b51-M	I	174.627853	OTU richness	25
16S	Firmicutes	CM30d12-L	I	371	OTU richness	18
16S	Firmicutes	Plot08-I	I	460	OTU richness	25
16S	Firmicutes	CM30c44-C	I	110	OTU richness	22
16S	Firmicutes	Plot04-N	I	260	OTU richness	31
16S	Firmicutes	LB5-I	I	634	OTU richness	35
16S	Firmicutes	CM30d3-D	I	518	OTU richness	23
16S	Firmicutes	CM30b58-I	I	9	OTU richness	17
16S	Firmicutes	LB1-A	I	630	OTU richness	26
16S	Firmicutes	LB5-A	I	634	OTU richness	27
16S	Firmicutes	CM30c30-L	I	597	OTU richness	15
16S	Firmicutes	Plot06-I	I	320	OTU richness	30
16S	Firmicutes	CM30c53-B	I	155	OTU richness	23
16S	Firmicutes	CM30c51-I	I	67	OTU richness	6
16S	Firmicutes	Plot02-C	I	90	OTU richness	14
16S	Firmicutes	CM30c35-D	I	165	OTU richness	14
16S	Firmicutes	Plot03-H	I	160	OTU richness	20
16S	Firmicutes	CM30b51-B	I	174.627853	OTU richness	25
16S	Firmicutes	CM31a5-B	I	70	OTU richness	28
16S	Firmicutes	CM30c30-N	I	597	OTU richness	25
16S	Firmicutes	CM30b60-M	I	400	OTU richness	18
16S	Firmicutes	Plot02-M	I	90	OTU richness	20
16S	Firmicutes	Plot08-O	I	460	OTU richness	27
16S	Firmicutes	Plot06-N	I	320	OTU richness	25
16S	Firmicutes	CM30c35-B	I	165	OTU richness	11
16S	Firmicutes	Plot07-N	I	420	OTU richness	32
16S	Firmicutes	CM30c60-A	I	51	OTU richness	11
16S	Gemmatimonadetes	CM30c28-P	I	227	OTU richness	8
16S	Gemmatimonadetes	CM30c62-D	I	99	OTU richness	2
16S	Gemmatimonadetes	Plot07-M	I	420	OTU richness	9
16S	Gemmatimonadetes	LB1-E	I	630	OTU richness	19
16S	Gemmatimonadetes	Plot05-I	I	240	OTU richness	11
16S	Gemmatimonadetes	CM30c39-E	I	290	OTU richness	11
16S	Gemmatimonadetes	Plot01-L	I	50	OTU richness	30
16S	Gemmatimonadetes	CM30c53-I	I	155	OTU richness	5
16S	Gemmatimonadetes	CM31a5-A	I	70	OTU richness	6
16S	Gemmatimonadetes	CM30c46-D	I	319	OTU richness	6
16S	Gemmatimonadetes	CM30c-O	I	283	OTU richness	4
16S	Gemmatimonadetes	CM30c28-N	I	227	OTU richness	4
16S	Gemmatimonadetes	CM30d3-L	I	518	OTU richness	13
16S	Gemmatimonadetes	CM30c44-B	I	110	OTU richness	23
16S	Gemmatimonadetes	CM30c37-E	I	279	OTU richness	6
16S	Gemmatimonadetes	CM30c62-M	I	99	OTU richness	5
16S	Gemmatimonadetes	CM30c37-L	I	279	OTU richness	10
16S	Gemmatimonadetes	CM30c51-H	I	67	OTU richness	22
16S	Gemmatimonadetes	Plot05-N	I	240	OTU richness	8
16S	Gemmatimonadetes	CM30d12-H	I	371	OTU richness	11
16S	Gemmatimonadetes	Plot03-N	I	160	OTU richness	3
16S	Gemmatimonadetes	CM30c46-O	I	319	OTU richness	3
16S	Gemmatimonadetes	CM30b58-C	I	9	OTU richness	13
16S	Gemmatimonadetes	CM30b60-E	I	400	OTU richness	21
16S	Gemmatimonadetes	CM30c-P	I	283	OTU richness	7
16S	Gemmatimonadetes	Plot04-A	I	260	OTU richness	35
16S	Gemmatimonadetes	CM30c39-A	I	290	OTU richness	21
16S	Gemmatimonadetes	CM30c60-B	I	51	OTU richness	3
16S	Gemmatimonadetes	Plot01-B	I	50	OTU richness	15
16S	Gemmatimonadetes	CM30b51-M	I	174.627853	OTU richness	10
16S	Gemmatimonadetes	CM30d12-L	I	371	OTU richness	10
16S	Gemmatimonadetes	Plot08-I	I	460	OTU richness	8
16S	Gemmatimonadetes	CM30c44-C	I	110	OTU richness	17
16S	Gemmatimonadetes	Plot04-N	I	260	OTU richness	37
16S	Gemmatimonadetes	LB5-I	I	634	OTU richness	14
16S	Gemmatimonadetes	CM30d3-D	I	518	OTU richness	16
16S	Gemmatimonadetes	CM30b58-I	I	9	OTU richness	10
16S	Gemmatimonadetes	LB1-A	I	630	OTU richness	6
16S	Gemmatimonadetes	LB5-A	I	634	OTU richness	5
16S	Gemmatimonadetes	CM30c30-L	I	597	OTU richness	5
16S	Gemmatimonadetes	Plot06-I	I	320	OTU richness	19
16S	Gemmatimonadetes	CM30c53-B	I	155	OTU richness	6
16S	Gemmatimonadetes	CM30c51-I	I	67	OTU richness	6
16S	Gemmatimonadetes	Plot02-C	I	90	OTU richness	2
16S	Gemmatimonadetes	CM30c35-D	I	165	OTU richness	2
16S	Gemmatimonadetes	Plot03-H	I	160	OTU richness	4
16S	Gemmatimonadetes	CM30b51-B	I	174.627853	OTU richness	19
16S	Gemmatimonadetes	CM31a5-B	I	70	OTU richness	7
16S	Gemmatimonadetes	CM30c30-N	I	597	OTU richness	8
16S	Gemmatimonadetes	CM30b60-M	I	400	OTU richness	13
16S	Gemmatimonadetes	Plot02-M	I	90	OTU richness	5
16S	Gemmatimonadetes	Plot08-O	I	460	OTU richness	4
16S	Gemmatimonadetes	Plot06-N	I	320	OTU richness	15
16S	Gemmatimonadetes	CM30c35-B	I	165	OTU richness	3
16S	Gemmatimonadetes	Plot07-N	I	420	OTU richness	8
16S	Gemmatimonadetes	CM30c60-A	I	51	OTU richness	6
16S	Planctomycetes	CM30c28-P	I	227	OTU richness	1
16S	Planctomycetes	CM30c62-D	I	99	OTU richness	3
16S	Planctomycetes	Plot07-M	I	420	OTU richness	16
16S	Planctomycetes	LB1-E	I	630	OTU richness	13
16S	Planctomycetes	Plot05-I	I	240	OTU richness	12
16S	Planctomycetes	CM30c39-E	I	290	OTU richness	9
16S	Planctomycetes	Plot01-L	I	50	OTU richness	17
16S	Planctomycetes	CM30c53-I	I	155	OTU richness	6
16S	Planctomycetes	CM31a5-A	I	70	OTU richness	12
16S	Planctomycetes	CM30c46-D	I	319	OTU richness	4
16S	Planctomycetes	CM30c-O	I	283	OTU richness	4
16S	Planctomycetes	CM30c28-N	I	227	OTU richness	2
16S	Planctomycetes	CM30d3-L	I	518	OTU richness	8
16S	Planctomycetes	CM30c44-B	I	110	OTU richness	23
16S	Planctomycetes	CM30c37-E	I	279	OTU richness	9
16S	Planctomycetes	CM30c62-M	I	99	OTU richness	7
16S	Planctomycetes	CM30c37-L	I	279	OTU richness	18
16S	Planctomycetes	CM30c51-H	I	67	OTU richness	18
16S	Planctomycetes	Plot05-N	I	240	OTU richness	15
16S	Planctomycetes	CM30d12-H	I	371	OTU richness	8
16S	Planctomycetes	Plot03-N	I	160	OTU richness	2
16S	Planctomycetes	CM30c46-O	I	319	OTU richness	7
16S	Planctomycetes	CM30b58-C	I	9	OTU richness	22
16S	Planctomycetes	CM30b60-E	I	400	OTU richness	27
16S	Planctomycetes	CM30c-P	I	283	OTU richness	11
16S	Planctomycetes	Plot04-A	I	260	OTU richness	37
16S	Planctomycetes	CM30c39-A	I	290	OTU richness	22
16S	Planctomycetes	CM30c60-B	I	51	OTU richness	1
16S	Planctomycetes	Plot01-B	I	50	OTU richness	12
16S	Planctomycetes	CM30b51-M	I	174.627853	OTU richness	6
16S	Planctomycetes	CM30d12-L	I	371	OTU richness	7
16S	Planctomycetes	Plot08-I	I	460	OTU richness	5
16S	Planctomycetes	CM30c44-C	I	110	OTU richness	16
16S	Planctomycetes	Plot04-N	I	260	OTU richness	27
16S	Planctomycetes	LB5-I	I	634	OTU richness	14
16S	Planctomycetes	CM30d3-D	I	518	OTU richness	21
16S	Planctomycetes	CM30b58-I	I	9	OTU richness	14
16S	Planctomycetes	LB1-A	I	630	OTU richness	3
16S	Planctomycetes	LB5-A	I	634	OTU richness	9
16S	Planctomycetes	CM30c30-L	I	597	OTU richness	2
16S	Planctomycetes	Plot06-I	I	320	OTU richness	5
16S	Planctomycetes	CM30c53-B	I	155	OTU richness	7
16S	Planctomycetes	CM30c51-I	I	67	OTU richness	4
16S	Planctomycetes	Plot02-C	I	90	OTU richness	4
16S	Planctomycetes	CM30c35-D	I	165	OTU richness	6
16S	Planctomycetes	Plot03-H	I	160	OTU richness	10
16S	Planctomycetes	CM30b51-B	I	174.627853	OTU richness	34
16S	Planctomycetes	CM31a5-B	I	70	OTU richness	8
16S	Planctomycetes	CM30c30-N	I	597	OTU richness	2
16S	Planctomycetes	CM30b60-M	I	400	OTU richness	6
16S	Planctomycetes	Plot02-M	I	90	OTU richness	5
16S	Planctomycetes	Plot08-O	I	460	OTU richness	11
16S	Planctomycetes	Plot06-N	I	320	OTU richness	13
16S	Planctomycetes	CM30c35-B	I	165	OTU richness	8
16S	Planctomycetes	Plot07-N	I	420	OTU richness	10
16S	Planctomycetes	CM30c60-A	I	51	OTU richness	2
16S	Proteobacteria	CM30c28-P	I	227	OTU richness	234
16S	Proteobacteria	CM30c62-D	I	99	OTU richness	194
16S	Proteobacteria	Plot07-M	I	420	OTU richness	455
16S	Proteobacteria	LB1-E	I	630	OTU richness	580
16S	Proteobacteria	Plot05-I	I	240	OTU richness	408
16S	Proteobacteria	CM30c39-E	I	290	OTU richness	283
16S	Proteobacteria	Plot01-L	I	50	OTU richness	532
16S	Proteobacteria	CM30c53-I	I	155	OTU richness	310
16S	Proteobacteria	CM31a5-A	I	70	OTU richness	507
16S	Proteobacteria	CM30c46-D	I	319	OTU richness	407
16S	Proteobacteria	CM30c-O	I	283	OTU richness	348
16S	Proteobacteria	CM30c28-N	I	227	OTU richness	269
16S	Proteobacteria	CM30d3-L	I	518	OTU richness	454
16S	Proteobacteria	CM30c44-B	I	110	OTU richness	449
16S	Proteobacteria	CM30c37-E	I	279	OTU richness	372
16S	Proteobacteria	CM30c62-M	I	99	OTU richness	274
16S	Proteobacteria	CM30c37-L	I	279	OTU richness	530
16S	Proteobacteria	CM30c51-H	I	67	OTU richness	416
16S	Proteobacteria	Plot05-N	I	240	OTU richness	357
16S	Proteobacteria	CM30d12-H	I	371	OTU richness	492
16S	Proteobacteria	Plot03-N	I	160	OTU richness	297
16S	Proteobacteria	CM30c46-O	I	319	OTU richness	332
16S	Proteobacteria	CM30b58-C	I	9	OTU richness	622
16S	Proteobacteria	CM30b60-E	I	400	OTU richness	758
16S	Proteobacteria	CM30c-P	I	283	OTU richness	462
16S	Proteobacteria	Plot04-A	I	260	OTU richness	754
16S	Proteobacteria	CM30c39-A	I	290	OTU richness	579
16S	Proteobacteria	CM30c60-B	I	51	OTU richness	187
16S	Proteobacteria	Plot01-B	I	50	OTU richness	372
16S	Proteobacteria	CM30b51-M	I	174.627853	OTU richness	472
16S	Proteobacteria	CM30d12-L	I	371	OTU richness	433
16S	Proteobacteria	Plot08-I	I	460	OTU richness	293
16S	Proteobacteria	CM30c44-C	I	110	OTU richness	396
16S	Proteobacteria	Plot04-N	I	260	OTU richness	899
16S	Proteobacteria	LB5-I	I	634	OTU richness	636
16S	Proteobacteria	CM30d3-D	I	518	OTU richness	550
16S	Proteobacteria	CM30b58-I	I	9	OTU richness	487
16S	Proteobacteria	LB1-A	I	630	OTU richness	379
16S	Proteobacteria	LB5-A	I	634	OTU richness	404
16S	Proteobacteria	CM30c30-L	I	597	OTU richness	232
16S	Proteobacteria	Plot06-I	I	320	OTU richness	391
16S	Proteobacteria	CM30c53-B	I	155	OTU richness	340
16S	Proteobacteria	CM30c51-I	I	67	OTU richness	202
16S	Proteobacteria	Plot02-C	I	90	OTU richness	272
16S	Proteobacteria	CM30c35-D	I	165	OTU richness	266
16S	Proteobacteria	Plot03-H	I	160	OTU richness	263
16S	Proteobacteria	CM30b51-B	I	174.627853	OTU richness	589
16S	Proteobacteria	CM31a5-B	I	70	OTU richness	445
16S	Proteobacteria	CM30c30-N	I	597	OTU richness	280
16S	Proteobacteria	CM30b60-M	I	400	OTU richness	396
16S	Proteobacteria	Plot02-M	I	90	OTU richness	257
16S	Proteobacteria	Plot08-O	I	460	OTU richness	433
16S	Proteobacteria	Plot06-N	I	320	OTU richness	423
16S	Proteobacteria	CM30c35-B	I	165	OTU richness	235
16S	Proteobacteria	Plot07-N	I	420	OTU richness	362
16S	Proteobacteria	CM30c60-A	I	51	OTU richness	165
18S	All Eukaryotes	CM30c60-A	I	51	OTU richness	550
18S	All Eukaryotes	CM30c60-B	I	51	OTU richness	976
18S	All Eukaryotes	CM30c28-N	I	227	OTU richness	897
18S	All Eukaryotes	CM30c28-P	I	227	OTU richness	831
18S	All Eukaryotes	CM30b58-I	I	9	OTU richness	814
18S	All Eukaryotes	CM30c37-L	I	279	OTU richness	692
18S	All Eukaryotes	CM30c62-D	I	99	OTU richness	478
18S	All Eukaryotes	CM30c30-N	I	597	OTU richness	800
18S	All Eukaryotes	Plot08-I	I	460	OTU richness	755
18S	All Eukaryotes	Plot03-N	I	160	OTU richness	847
18S	All Eukaryotes	Plot07-N	I	420	OTU richness	801
18S	All Eukaryotes	LB1-A	I	630	OTU richness	804
18S	All Eukaryotes	CM30c37-E	I	279	OTU richness	756
18S	All Eukaryotes	LB5-I	I	634	OTU richness	1401
18S	All Eukaryotes	CM30b60-M	I	400	OTU richness	690
18S	All Eukaryotes	CM30c30-L	I	597	OTU richness	797
18S	All Eukaryotes	Plot04-N	I	260	OTU richness	1305
18S	All Eukaryotes	LB5-A	I	634	OTU richness	1200
18S	All Eukaryotes	Plot07-M	I	420	OTU richness	941
18S	All Eukaryotes	CM30c39-A	I	290	OTU richness	519
18S	All Eukaryotes	CM30c62-M	I	99	OTU richness	903
18S	All Eukaryotes	Plot04-A	I	260	OTU richness	1581
18S	All Eukaryotes	Plot03-H	I	160	OTU richness	896
18S	All Eukaryotes	CM30c51-H	I	67	OTU richness	817
18S	All Eukaryotes	CM30c53-I	I	155	OTU richness	826
18S	All Eukaryotes	CM30c51-I	I	67	OTU richness	628
18S	All Eukaryotes	CM30b58-C	I	9	OTU richness	799
18S	All Eukaryotes	LB1-E	I	630	OTU richness	1255
18S	All Eukaryotes	CM31a5-A	I	70	OTU richness	685
18S	All Eukaryotes	Plot08-O	I	460	OTU richness	1101
18S	All Eukaryotes	Plot05-I	I	240	OTU richness	885
18S	All Eukaryotes	Plot01-B	I	50	OTU richness	697
18S	All Eukaryotes	CM30c-O	I	283	OTU richness	523
18S	All Eukaryotes	CM30b60-E	I	400	OTU richness	868
18S	All Eukaryotes	CM30c39-E	I	290	OTU richness	363
18S	All Eukaryotes	Plot02-M	I	90	OTU richness	860
18S	All Eukaryotes	CM30c-P	I	283	OTU richness	872
18S	All Eukaryotes	CM30c35-D	I	165	OTU richness	779
18S	All Eukaryotes	CM30d12-H	I	371	OTU richness	784
18S	All Eukaryotes	CM30d12-L	I	371	OTU richness	1143
18S	All Eukaryotes	CM30c46-D	I	319	OTU richness	520
18S	All Eukaryotes	CM30c44-B	I	110	OTU richness	584
18S	All Eukaryotes	CM30c35-B	I	165	OTU richness	860
18S	All Eukaryotes	CM30d3-L	I	518	OTU richness	1276
18S	All Eukaryotes	CM30b51-B	I	174.627853	OTU richness	1195
18S	All Eukaryotes	Plot06-I	I	320	OTU richness	1033
18S	All Eukaryotes	Plot06-N	I	320	OTU richness	1189
18S	All Eukaryotes	Plot05-N	I	240	OTU richness	933
18S	All Eukaryotes	CM30c46-O	I	319	OTU richness	707
18S	All Eukaryotes	CM30b51-M	I	174.627853	OTU richness	912
18S	All Eukaryotes	CM30d3-D	I	518	OTU richness	1611
18S	All Eukaryotes	CM31a5-B	I	70	OTU richness	561
18S	All Eukaryotes	Plot01-L	I	50	OTU richness	605
18S	All Eukaryotes	CM30c53-B	I	155	OTU richness	969
18S	All Eukaryotes	Plot02-C	I	90	OTU richness	516
18S	All Eukaryotes	CM30c44-C	I	110	OTU richness	619
18S	Chytridiomycota	CM30c60-A	I	51	OTU richness	18
18S	Chytridiomycota	CM30c60-B	I	51	OTU richness	23
18S	Chytridiomycota	CM30c28-N	I	227	OTU richness	18
18S	Chytridiomycota	CM30c28-P	I	227	OTU richness	16
18S	Chytridiomycota	CM30b58-I	I	9	OTU richness	23
18S	Chytridiomycota	CM30c37-L	I	279	OTU richness	14
18S	Chytridiomycota	CM30c62-D	I	99	OTU richness	10
18S	Chytridiomycota	CM30c30-N	I	597	OTU richness	14
18S	Chytridiomycota	Plot08-I	I	460	OTU richness	25
18S	Chytridiomycota	Plot03-N	I	160	OTU richness	25
18S	Chytridiomycota	Plot07-N	I	420	OTU richness	28
18S	Chytridiomycota	LB1-A	I	630	OTU richness	21
18S	Chytridiomycota	CM30c37-E	I	279	OTU richness	30
18S	Chytridiomycota	LB5-I	I	634	OTU richness	37
18S	Chytridiomycota	CM30b60-M	I	400	OTU richness	12
18S	Chytridiomycota	CM30c30-L	I	597	OTU richness	16
18S	Chytridiomycota	Plot04-N	I	260	OTU richness	30
18S	Chytridiomycota	LB5-A	I	634	OTU richness	28
18S	Chytridiomycota	Plot07-M	I	420	OTU richness	42
18S	Chytridiomycota	CM30c39-A	I	290	OTU richness	13
18S	Chytridiomycota	CM30c62-M	I	99	OTU richness	15
18S	Chytridiomycota	Plot04-A	I	260	OTU richness	43
18S	Chytridiomycota	Plot03-H	I	160	OTU richness	27
18S	Chytridiomycota	CM30c51-H	I	67	OTU richness	18
18S	Chytridiomycota	CM30c53-I	I	155	OTU richness	14
18S	Chytridiomycota	CM30c51-I	I	67	OTU richness	16
18S	Chytridiomycota	CM30b58-C	I	9	OTU richness	24
18S	Chytridiomycota	LB1-E	I	630	OTU richness	31
18S	Chytridiomycota	CM31a5-A	I	70	OTU richness	16
18S	Chytridiomycota	Plot08-O	I	460	OTU richness	35
18S	Chytridiomycota	Plot05-I	I	240	OTU richness	29
18S	Chytridiomycota	Plot01-B	I	50	OTU richness	31
18S	Chytridiomycota	CM30c-O	I	283	OTU richness	12
18S	Chytridiomycota	CM30b60-E	I	400	OTU richness	21
18S	Chytridiomycota	CM30c39-E	I	290	OTU richness	7
18S	Chytridiomycota	Plot02-M	I	90	OTU richness	31
18S	Chytridiomycota	CM30c-P	I	283	OTU richness	22
18S	Chytridiomycota	CM30c35-D	I	165	OTU richness	28
18S	Chytridiomycota	CM30d12-H	I	371	OTU richness	14
18S	Chytridiomycota	CM30d12-L	I	371	OTU richness	24
18S	Chytridiomycota	CM30c46-D	I	319	OTU richness	10
18S	Chytridiomycota	CM30c44-B	I	110	OTU richness	12
18S	Chytridiomycota	CM30c35-B	I	165	OTU richness	26
18S	Chytridiomycota	CM30d3-L	I	518	OTU richness	40
18S	Chytridiomycota	CM30b51-B	I	174.627853	OTU richness	30
18S	Chytridiomycota	Plot06-I	I	320	OTU richness	38
18S	Chytridiomycota	Plot06-N	I	320	OTU richness	32
18S	Chytridiomycota	Plot05-N	I	240	OTU richness	27
18S	Chytridiomycota	CM30c46-O	I	319	OTU richness	18
18S	Chytridiomycota	CM30b51-M	I	174.627853	OTU richness	17
